"approved_date","region","condition_name","brand_name","model_name","mfdate","mileage","mileage_v2","fuel_type","gearbox","price"
"2019-01-07",1,"used","Honda","City","2017","5","20000","Petrol","Auto",475000000
"2019-01-07",8,"used","Toyota","Corolla Altis","1997","10","45863","Petrol","Manual",12000000
"2019-01-07",13,"used","Toyota","Corolla Altis","2001","18","87000","Petrol","Manual",230000000
"2019-01-07",1,"used","Ford","Everest","2007","21","100000","Diesel","Manual",400000000
"2019-01-07",13,"used","Hãng khác","Dòng khác","2014","5","20000",,"Auto",22000000
"2019-01-07",2,"used","Ford","EcoSport","2017","9","40000","Petrol","Manual",490000000
"2019-01-07",12,"used","BMW","5 Series","2014","11","50000","Petrol","Auto",1350000000
"2019-01-07",2,"used","Daewoo","Matiz","2007","11","53000","Petrol","Manual",145000000
"2019-01-07",5,"used","Nissan","Sunny","1993","31","200000","Petrol","Manual",70000000
"2019-01-07",12,"used","Toyota","Innova","2012","18","86461","Petrol","Manual",438000000
"2019-01-07",1,"used","Mitsubishi","Jolie","2003","25","140000","Petrol","Manual",120000000
"2019-01-07",2,"used","Honda","Civic","2008","22","110000","Petrol","Auto",335000000
"2019-01-07",12,"new","Honda","CR V","2018","1","0","Petrol","Auto",1093000000
"2019-01-07",2,"new","Hyundai","Accent","2019","1","0","Petrol","Manual",425000000
"2019-01-07",13,"new","Toyota","Fortuner","2018","1","0","Diesel","Manual",1026000000
"2019-01-07",2,"new","Ford","Everest","2019","1","0","Diesel","Auto",1177000000
"2019-01-07",12,"used","Toyota","Innova","2009","21","100000","Petrol","Manual",410000000
"2019-01-07",13,"used","Kia","Morning","2015","13","60000","Petrol","Manual",245000000
"2019-01-07",5,"used","Jeep","CJ","1980","37","877666",,"Manual",65000000
"2019-01-07",3,"new","Mitsubishi","Triton","2018","1","0","Diesel","Auto",725500000
"2019-01-07",3,"used","Toyota","Innova","2012","24","135000","Petrol","Auto",480000000
"2019-01-07",3,"new","Hyundai","Kona","2019","1","0","Petrol","Auto",8000000
"2019-01-07",9,"used","Chevrolet","Spark","2012","14","67000","Petrol","Manual",167000000
"2019-01-07",4,"used","Toyota","Vios","2010","21","100000","Petrol","Manual",248000000
"2019-01-07",2,"used","Daewoo","Lacetti","2007","11","50000","Petrol","Manual",210000000
"2019-01-07",2,"new","Chevrolet","Trailblazer","2019","1","0","Diesel","Auto",885000000
"2019-01-07",13,"used","Honda","Civic","2007","18","87000","Petrol","Auto",345000000
"2019-01-07",13,"new","Honda","City","2019","1","0","Petrol","Auto",599000000
"2019-01-07",2,"new","Toyota","Corolla Altis","2019","1","0","Petrol","Both",672000000
"2019-01-07",12,"new","Toyota","Fortuner","2019","1","0","Diesel","Manual",1026000000
"2019-01-07",12,"new","Toyota","Hilux","2019","1","0","Diesel","Auto",695000000
"2019-01-07",12,"used","Mercedes Benz","GL Class","2008","17","80000","Diesel","Auto",1000000000
"2019-01-07",12,"used","Kia","Morning","2015","8","35000","Petrol","Auto",345000000
"2019-01-07",3,"used","Kia","Dòng khác","2005","37","824000","Petrol","Auto",60000000
"2019-01-07",13,"used","Volkswagen","Bora","1989","18","85421","Petrol","Manual",135000000
"2019-01-07",9,"used","Daewoo","Lacetti","2013","21","100000",,"Manual",60000000
"2019-01-07",12,"used","Ford","Focus","2016","6","25000","Petrol","Manual",450000000
"2019-01-07",12,"used","Suzuki","Super Carry Van","2008","37","800000","Petrol","Manual",140000000
"2019-01-07",12,"new","Suzuki","Ciaz","2019","1","0","Petrol","Auto",499000000
"2019-01-07",2,"new","Chevrolet","Cruze","2018","1","0","Petrol","Manual",519000000
"2019-01-07",13,"new","BMW","X1","2018","1","0","Petrol","Auto",1829000000
"2019-01-07",13,"new","BMW","3 Series","2018","1","0","Petrol","Auto",1619000000
"2019-01-07",13,"used","LandRover","Range Rover Evoque","2013","6","25000","Petrol","Auto",1690000000
"2019-01-07",12,"used","Hyundai","Grand i10","2015","7","30000",,"Auto",365000000
"2019-01-07",12,"new","Ford","Ranger","2019","1","0","Diesel","Auto",616000000
"2019-01-07",5,"used","Toyota","Innova","2007","30","193627","Petrol","Manual",365000000
"2019-01-07",1,"used","Ford","Escape","2004","1","2000",,"Auto",230000000
"2019-01-07",12,"used","Toyota","Fortuner","2018","2","8500","Diesel","Manual",1080000000
"2019-01-07",5,"used","SYM","V5","2011","37","900000","Petrol","Manual",93000000
"2019-01-07",13,"used","Toyota","Fortuner","2014","19","93000","Petrol","Auto",748000000
"2019-01-07",13,"new","Mazda","CX 5","2018","1","0","Petrol","Auto",964000000
"2019-01-07",13,"used","BMW","5 Series","2016","7","31000","Petrol","Auto",1620000000
"2019-01-07",2,"used","Fiat","Tempra","1996","20","99999","Petrol","Manual",30000000
"2019-01-07",2,"used","Toyota","Corolla Altis","2009","37","1000000","Petrol","Manual",440000000
"2019-01-07",2,"new","Ford","Ranger","2018","1","0","Diesel","Manual",250000000
"2019-01-07",12,"used","Toyota","Camry","2010","11","51000","Petrol","Auto",590000000
"2019-01-07",12,"new","Nissan","X trail","2018","1","0","Petrol","Both",920000000
"2019-01-07",4,"used","Toyota","Innova","2018","1","3000","Petrol","Manual",760000000
"2019-01-07",2,"used","Toyota","Camry","1997","32","252000","Petrol","Manual",198000000
"2019-01-07",13,"used","Honda","City","2017","7","30000","Petrol","Auto",585000000
"2019-01-07",13,"new","Kia","Sedona","2019","1","0","Diesel","Auto",1129000000
"2019-01-07",10,"new","Mitsubishi","Triton","2019","1","0","Diesel","Auto",731000000
"2019-01-07",12,"new","Mitsubishi","Triton","2019","1","0","Diesel","Auto",731000000
"2019-01-07",12,"new","Mitsubishi","Triton","2019","1","0","Diesel","Auto",731000000
"2019-01-07",13,"used","Chevrolet","Captiva","2010","11","53555","Petrol","Auto",38860000
"2019-01-07",1,"used","Toyota","Innova","2018","2","5600","Petrol","Auto",860000000
"2019-01-07",12,"used","Kia","Morning","2017","1","22","Petrol","Auto",375000000
"2019-01-07",12,"used","Ford","Ranger","2016","13","60000","Diesel","Auto",590000000
"2019-01-07",13,"used","Hyundai","Grand i10","2018","3","14000","Petrol","Auto",418000000
"2019-01-07",1,"used","Toyota","Hiace","2003","1","235","Petrol","Manual",145000000
"2019-01-07",5,"used","Kia","Sedona","2015","8","35000","Petrol","Auto",1100000000
"2019-01-07",4,"used","Kia","Forte","2011","29","180000","Petrol","Manual",305000000
"2019-01-07",13,"used","Honda","Accord","2016","5","20000","Petrol","Auto",1050000000
"2019-01-07",1,"new","Honda","City","2018","1","0","Petrol","Auto",552000000
"2019-01-07",12,"used","Mitsubishi","Triton","2017","4","19000","Diesel","Auto",560000000
"2019-01-07",12,"new","Kia","Cerato","2019","1","0","Petrol","Manual",559000000
"2019-01-07",8,"used","Mitsubishi","Zinger","2009","23","120000","Petrol","Manual",285000000
"2019-01-07",13,"new","Ford","Ranger","2018","1","0","Diesel","Auto",650000000
"2019-01-07",2,"used","BMW","X6","2008","19","90000","Petrol","Auto",800000000
"2019-01-07",2,"used","Toyota","Camry","2007","24","130000","Petrol","Auto",535000000
"2019-01-07",9,"used","Kia","Carnival","2011","20","97000","Petrol","Manual",315000000
"2019-01-07",12,"used","Honda","City","2018","2","5000","Petrol","Auto",585000000
"2019-01-07",9,"used","Toyota","Innova","2006","33","300000","Petrol","Manual",310000000
"2019-01-07",12,"used","Toyota","Camry","2013","13","62000","Petrol","Auto",835000000
"2019-01-07",9,"used","Toyota","Innova","2014","24","130000","Petrol","Manual",560000000
"2019-01-07",12,"new","Hyundai","Grand i10","2018","1","0","Petrol","Auto",415000000
"2019-01-07",8,"used","Chevrolet","Spark","2017","7","30000","Petrol","Manual",205000000
"2019-01-07",12,"used","Toyota","Camry","2007","5","24345","Petrol","Auto",490000000
"2019-01-07",1,"used","Toyota","Fortuner","2011","18","85000","Diesel","Manual",650000000
"2019-01-07",1,"used","Toyota","Vios","2010","22","111000","Petrol","Manual",248000000
"2019-01-07",12,"new","Kia","Sorento","2019","1","0","Petrol","Auto",799000000
"2019-01-07",12,"used","Hyundai","i20","2009","11","50000","Petrol","Auto",350000000
"2019-01-07",12,"used","Toyota","Innova","2016","13","60000","Petrol","Manual",629000000
"2019-01-07",12,"used","Kia","Forte","2011","13","60000","Petrol","Manual",355000000
"2019-01-07",12,"used","Toyota","Vios","2017","2","8000","Petrol","Auto",570000000
"2019-01-07",12,"used","Toyota","Fortuner","2015","7","30000","Petrol","Auto",850000000
"2019-01-07",6,"used","Toyota","Vios","2004","28","170000","Petrol","Manual",155000000
"2019-01-07",13,"used","Honda","Accord","1987","1","1234","Petrol","Manual",48000000
"2019-01-07",2,"new","Hyundai","Grand i10","2019","1","0","Petrol","Both",414000000
"2019-01-07",2,"new","Toyota","Fortuner","2019","1","0","Diesel","Manual",1026000000
"2019-01-07",2,"new","Toyota","Vios","2019","1","0","Petrol","Auto",586000000
"2019-01-07",5,"new","Toyota","Innova","2019","1","0","Petrol","Auto",847000000
"2019-01-07",13,"used","Honda","Accord","2016","8","38000","Petrol","Auto",980000000
"2019-01-07",5,"new","Honda","Civic","2018","1","0","Petrol","Auto",763000000
"2019-01-07",7,"used","Daewoo","Lacetti","2004","1","0","Petrol","Manual",143000000
"2019-01-07",13,"used","Toyota","Fortuner","2009","19","90000","Diesel","Manual",615000000
"2019-01-07",13,"used","Toyota","Camry","2016","6","29000","Petrol","Auto",950000000
"2019-01-07",12,"new","Ford","Ranger","2018","1","0","Diesel","Manual",606000000
"2019-01-07",12,"used","Toyota","Vios","2016","5","20000","Petrol","Auto",530000000
"2019-01-07",12,"used","Toyota","Camry","2010","16","75000","Petrol","Auto",630000000
"2019-01-07",12,"used","Samsung","SM3","2010","1","1000","Petrol","Auto",380000000
"2019-01-07",12,"used","Hyundai","Grand i10","2016","5","24000","Petrol","Auto",412000000
"2019-01-07",1,"used","Kia","Spectra","2005","3","12000","Petrol","Manual",122000000
"2019-01-07",13,"used","Toyota","Camry","2011","14","68000",,"Auto",695000000
"2019-01-07",2,"used","Toyota","Camry","1988","8","39057","Petrol","Manual",79000000
"2019-01-07",13,"used","Mitsubishi","Jolie","2002","33","300000","Petrol","Manual",175000000
"2019-01-07",9,"used","Daewoo","Lanos","2000","20","99999","Petrol","Manual",68000000
"2019-01-07",13,"used","Ford","Escape","2007","19","93000","Petrol","Auto",320000000
"2019-01-07",13,"new","Kia","Cerato","2018","1","0","Petrol","Auto",675000000
"2019-01-07",5,"new","Ford","Everest","2018","1","0","Diesel","Auto",1042000000
"2019-01-07",2,"new","Chevrolet","Colorado","2019","1","0","Diesel","Auto",624000000
"2019-01-07",12,"new","Toyota","Avanza","2019","1","0","Petrol","Auto",537000000
"2019-01-07",12,"used","Mazda","2","2016","5","22000","Petrol","Auto",495000000
"2019-01-07",13,"new","Ford","Ranger","2019","1","0","Diesel","Auto",616000000
"2019-01-07",9,"used","Hyundai","Grand i10","2014","1","39","Petrol","Manual",275000000
"2019-01-07",3,"used","Kia","K3000S","2009","26","152956",,"Manual",175000000
"2019-01-07",13,"new","Kia","Morning","2019","1","0","Petrol","Auto",390000000
"2019-01-07",13,"new","Kia","Sorento","2019","1","0","Petrol","Auto",919000000
"2019-01-07",2,"new","Chevrolet","Trailblazer","2018","1","0","Diesel","Manual",855000000
"2019-01-07",13,"new","Toyota","Fortuner","2019","1","0","Diesel","Manual",1034000000
"2019-01-07",13,"used","Chevrolet","Spark","2016","11","50000","Petrol","Manual",270000000
"2019-01-07",13,"used","Mazda","CX 5","2018","4","18000","Petrol","Auto",920000000
"2019-01-07",13,"new","Toyota","Vios","2019","1","0","Petrol","Auto",583000000
"2019-01-07",13,"used","Ford","Transit","2017","11","50000","Diesel","Manual",715000000
"2019-01-07",13,"new","Honda","CR V","2019","1","0","Petrol","Auto",983000000
"2019-01-07",13,"used","Chevrolet","Cruze","2016","4","15000","Petrol","Auto",528000000
"2019-01-07",13,"new","BMW","7 Series","2018","1","0","Petrol","Auto",4049000000
"2019-01-07",13,"used","Kia","Morning","2017","8","35000","Petrol","Manual",315000000
"2019-01-07",13,"used","Toyota","Fortuner","2015","11","50000","Diesel","Manual",828000000
"2019-01-07",13,"used","Kia","Carens","2013","13","60000","Petrol","Manual",368000000
"2019-01-07",9,"used","Kia","K2700","2003","34","350000","Diesel","Manual",100000000
"2019-01-07",12,"new","Hyundai","Santa Fe","2019","1","0","Diesel","Auto",1195000000
"2019-01-07",2,"used","Toyota","Innova","2007","1","0","Petrol","Manual",345000000
"2019-01-07",5,"used","Suzuki","Super Carry Van","2005","17","80000",,"Manual",130000000
"2019-01-07",13,"used","Toyota","Vios","2017","6","25000","Petrol","Auto",558000000
"2019-01-07",12,"used","Kia","Carnival","2009","21","100500","Petrol","Auto",285000000
"2019-01-07",12,"used","Hyundai","Grand i10","2015","6","28000","Petrol","Auto",370000000
"2019-01-07",13,"new","Mazda","2","2019","1","0","Petrol","Auto",558000000
"2019-01-07",12,"new","Kia","Cerato","2019","1","0","Petrol","Auto",554000000
"2019-01-07",13,"new","Mazda","CX 5","2018","1","0","Petrol","Auto",964000000
"2019-01-07",2,"used","Toyota","Vios","2005","1","0","Petrol","Manual",210000000
"2019-01-07",13,"used","Chevrolet","Captiva","2013","10","46000","Petrol","Manual",446000000
"2019-01-07",3,"used","Toyota","Corolla","1987","2","9999","Petrol","Manual",40000000
"2019-01-07",12,"used","Toyota","Zace","2001","1","0","Petrol","Manual",192000000
"2019-01-07",12,"new","Mitsubishi","Triton","2019","1","0","Diesel","Auto",731000000
"2019-01-07",13,"used","Nissan","X trail","2017","4","18000","Petrol","Auto",786000000
"2019-01-07",12,"used","Hyundai","Grand i10","2017","9","40000","Petrol","Manual",399000000
"2019-01-07",13,"used","Kia","Sorento","2018","3","14000","Diesel","Auto",958000000
"2019-01-07",13,"used","Toyota","Fortuner","2015","20","95000","Diesel","Manual",836000000
"2019-01-07",12,"used","Toyota","Vios","2014","14","65000","Petrol","Manual",430000000
"2019-01-07",13,"used","Mitsubishi","Jolie","2001","1","270","Petrol","Manual",98000000
"2019-01-07",10,"used","Ford","Transit","2013","5","23123","Diesel","Manual",465000000
"2019-01-07",13,"new","Kia","Cerato","2019","1","0","Petrol","Manual",599000000
"2019-01-07",13,"new","Hyundai","Grand i10","2018","1","0","Petrol","Auto",108000000
"2019-01-07",12,"used","Ssangyong","Stavic","2008","23","123456","Diesel","Manual",225000000
"2019-01-07",5,"used","Ford","Everest","2008","35","400000","Petrol","Auto",370000000
"2019-01-07",2,"used","Kia","Carens","2014","13","60000","Petrol","Manual",390000000
"2019-01-07",12,"used","Kia","Morning","2011","22","110000","Petrol","Manual",180000000
"2019-01-08",13,"used","Toyota","Innova","2011","14","67000","Petrol","Manual",432000000
"2019-01-08",12,"used","Mercedes Benz","C Class","2011","14","65000","Petrol","Auto",655000000
"2019-01-08",12,"used","Suzuki","Swift","2015","33","300000","Petrol","Auto",462000000
"2019-01-08",2,"used","Toyota","Camry","2006","23","125000","Petrol","Manual",390000000
"2019-01-08",2,"used","Toyota","Camry","1997","20","98000","Petrol","Auto",195000000
"2019-01-08",2,"used","Ford","Everest","2005","27","165000","Petrol","Manual",210000000
"2019-01-08",2,"used","Kia","Cerato","2009","18","85000","Petrol","Manual",320000000
"2019-01-08",12,"used","Mercedes Benz","C Class","2012","5","21000","Petrol","Auto",745000000
"2019-01-08",3,"used","Kia","Morning","2018","12","55555","Petrol","Auto",55555000
"2019-01-08",5,"used","Daewoo","Nubira","2002","3","12345","Petrol","Manual",108000000
"2019-01-08",13,"used","Kia","Sedona","2017","4","19000","Diesel","Auto",1200000000
"2019-01-08",13,"used","Nissan","Bluebird","2005","31","200000","Petrol","Auto",165000000
"2019-01-08",13,"used","Toyota","Innova","2009","26","150000","Petrol","Auto",405000000
"2019-01-08",12,"used","Toyota","Vios","2010","1","10","Petrol","Auto",380000000
"2019-01-08",4,"used","Toyota","Innova","2008","26","150000","Petrol","Manual",268000000
"2019-01-08",9,"used","Suzuki","Carry","2004","2","5555","Petrol","Manual",72000000
"2019-01-08",10,"used","Ford","Ranger","2014","24","130000","Diesel","Auto",470000000
"2019-01-08",2,"used","Toyota","Innova","2008","22","112000","Petrol","Manual",275000000
"2019-01-08",2,"used","Toyota","Vios","2018","1","11","Petrol","Manual",530000000
"2019-01-08",13,"used","Ford","EcoSport","2017","4","16000","Petrol","Auto",572000000
"2019-01-08",13,"used","Toyota","Previa","1991","26","150000","Petrol","Auto",200000000
"2019-01-08",13,"used","Toyota","Innova","2013","22","118000","Petrol","Manual",475000000
"2019-01-08",13,"new","Mercedes Benz","GLC","2018","1","0","Petrol","Auto",1684000000
"2019-01-08",12,"used","Toyota","Vios","2015","1","3","Petrol","Manual",420000000
"2019-01-08",4,"used","Kia","Rio","2015","14","69000","Petrol","Manual",400000000
"2019-01-08",13,"new","Chevrolet","Trailblazer","2018","1","0","Diesel","Manual",855000000
"2019-01-08",1,"used","Kia","Forte","2011","3","12000","Petrol","Auto",405000000
"2019-01-08",1,"used","Kia","K3","2015","2","5000","Petrol","Auto",535000000
"2019-01-08",3,"used","Mazda","3","2016","5","22000","Petrol","Auto",620000000
"2019-01-08",3,"used","Toyota","Fortuner","2018","2","8500","Diesel","Manual",1055000000
"2019-01-08",3,"new","Ford","Explorer","2018","1","0","Petrol","Auto",2193000000
"2019-01-08",13,"new","Toyota","Hilux","2019","1","0","Diesel","Auto",695000000
"2019-01-08",13,"used","BMW","5 Series","2014","8","37000","Petrol","Auto",1390000000
"2019-01-08",13,"used","Mitsubishi","Mirage","2016","9","41000","Petrol","Auto",368000000
"2019-01-08",5,"new","Honda","City","2018","1","0","Petrol","Auto",559000000
"2019-01-08",2,"used","Daewoo","Matiz","2004","20","99999","Petrol","Manual",96000000
"2019-01-08",13,"used","Porsche","Panamera","2010","10","48000","Petrol","Auto",1690000000
"2019-01-08",2,"used","Ford","Ranger","2016","8","37000","Diesel","Auto",590000000
"2019-01-08",13,"used","Ford","Escape","2005","29","180000","Petrol","Auto",260000000
"2019-01-08",2,"used","Honda","City","2015","14","65000","Petrol","Auto",485000000
"2019-01-08",12,"used","Honda","Civic","2008","21","106006","Petrol","Manual",310000000
"2019-01-08",12,"used","Honda","CR V","2018","2","9800","Petrol","Auto",1199000000
"2019-01-08",12,"used","Mercedes Benz","E Class","2012","1","1000","Petrol","Auto",1000000000
"2019-01-08",12,"used","Toyota","Camry","2014","13","60000","Petrol","Auto",798000000
"2019-01-08",9,"used","Chevrolet","Spark","2015","10","49000",,"Manual",28500000
"2019-01-08",9,"new","Toyota","Vios","2019","1","0","Petrol","Auto",606000000
"2019-01-08",5,"used","Kia","Morning","2012","21","105000","Petrol","Manual",198000000
"2019-01-08",13,"used","Toyota","Innova","2017","9","42000","Petrol","Manual",698000000
"2019-01-08",2,"used","Chevrolet","Spark","2012","11","53000","Petrol","Manual",220000000
"2019-01-08",13,"used","Daewoo","Gentra","2009","18","85000","Petrol","Manual",228000000
"2019-01-08",5,"used","Toyota","Innova","2006","26","156000","Petrol","Manual",325000000
"2019-01-08",12,"used","Hyundai","Santa Fe","2007","23","120000","Petrol","Manual",395000000
"2019-01-08",13,"new","Honda","City","2019","1","0","Petrol","Auto",559000000
"2019-01-08",13,"new","Honda","Jazz","2018","1","0","Petrol","Auto",544000000
"2019-01-08",12,"used","Mitsubishi","IO","2010","22","110000","Petrol","Auto",368000000
"2019-01-08",12,"used","Hyundai","Veracruz","2009","17","80000",,"Auto",565000000
"2019-01-08",12,"used","Mazda","3","2017","5","22000","Petrol","Auto",669000000
"2019-01-08",2,"used","Toyota","Corolla","1994","23","120000","Petrol","Manual",120000000
"2019-01-08",13,"used","Hyundai","Santa Fe","2007","19","90000","Petrol","Manual",479000000
"2019-01-08",13,"used","Hyundai","Tucson","2018","4","16000","Petrol","Auto",950000000
"2019-01-08",9,"used","Kia","Morning","2014","10","45000","Petrol","Auto",295000000
"2019-01-08",13,"used","Honda","Odyssey","2017","4","15000","Petrol","Auto",1750000000
"2019-01-08",13,"new","Chevrolet","Colorado","2018","1","0","Diesel","Auto",624000000
"2019-01-08",12,"new","Ford","Everest","2019","1","0","Diesel","Auto",1112000000
"2019-01-08",13,"used","Mercedes Benz","S Class","2018","2","7000","Petrol","Auto",3980000000
"2019-01-08",9,"used","Hyundai","Libero","2002","17","80000","Diesel","Manual",125000000
"2019-01-08",5,"used","Daewoo","Gentra","2008","31","200000","Petrol","Manual",170000000
"2019-01-08",12,"used","Hyundai","Tucson","2016","7","31000","Petrol","Auto",920000000
"2019-01-08",13,"new","Toyota","Innova","2019","1","0","Petrol","Manual",200000000
"2019-01-08",12,"used","Kia","Morning","2008","17","80000","Petrol","Auto",230000000
"2019-01-08",4,"used","Toyota","Corolla Altis","2009","17","80000","Petrol","Manual",389000000
"2019-01-08",12,"used","BMW","M3","2008","13","62322","Petrol","Auto",930000000
"2019-01-07",12,"used","Mazda","CX 3","2015","5","23000",,"Auto",615000000
"2019-01-07",12,"used","Toyota","Yaris","2010","11","50000","Petrol","Auto",395000000
"2019-01-07",12,"used","BMW","3 Series","1996","25","145000","Petrol","Manual",235000000
"2019-01-07",8,"used","Chevrolet","Lacetti","2004","26","150000","Petrol","Manual",134000000
"2019-01-07",5,"used","Daewoo","Lacetti","2009","23","120000","Petrol","Auto",285000000
"2019-01-07",12,"used","Mazda","2","2011","18","86000","Petrol","Auto",355000000
"2019-01-07",12,"used","Kia","Pride","2001","5","23542","Petrol","Manual",28000000
"2019-01-07",12,"used","Toyota","Corolla Altis","2010","13","60000","Petrol","Auto",538000000
"2019-01-07",2,"new","Suzuki","Swift","2018","1","0","Petrol","Auto",549000000
"2019-01-07",12,"used","Toyota","Cressida","1992","24","133333",,"Auto",86000000
"2019-01-07",12,"used","Mitsubishi","Jolie","2003","33","320000","Petrol","Manual",125000000
"2019-01-07",13,"used","Ford","Transit","2011","27","160000","Diesel","Manual",340000000
"2019-01-07",13,"used","BMW","X6","2010","21","106000","Petrol","Auto",800000000
"2019-01-07",12,"used","Nissan","Teana","2011","20","98000","Petrol","Auto",495000000
"2019-01-07",12,"used","Mazda","2","2014","16","76000","Petrol","Auto",395000000
"2019-01-07",1,"used","Toyota","Vios","2011","21","100000","Petrol","Manual",320000000
"2019-01-07",12,"used","Toyota","Camry","2010","14","68000","Petrol","Auto",810000000
"2019-01-07",12,"used","Mazda","3","2004","24","130000","Petrol","Manual",236000000
"2019-01-07",13,"used","Chevrolet","Captiva","2013","8","37000","Petrol","Manual",458000000
"2019-01-07",13,"used","Hyundai","Grand i10","2015","21","100000","Petrol","Manual",320000000
"2019-01-07",2,"used","Mazda","6","2013","1","60","Petrol","Auto",780000000
"2019-01-07",12,"used","Kia","Carens","2013","13","60000","Petrol","Auto",429000000
"2019-01-08",2,"used","Kia","Rio","2015","11","50000","Petrol","Auto",420000000
"2019-01-08",13,"used","Kia","K3","2014","17","80000","Petrol","Auto",500000000
"2019-01-08",12,"new","Peugeot","3008","2018","1","0","Petrol","Auto",959000000
"2019-01-08",13,"new","Ford","Everest","2018","1","0","Diesel","Auto",1399000000
"2019-01-08",7,"used","Kia","Cerato","2018","3","13000","Petrol","Auto",600000000
"2019-01-08",13,"used","Mercedes Benz","GLC","2018","4","18000","Petrol","Auto",1895000000
"2019-01-08",3,"used","Mercedes Benz","CLA Class","2018","1","15","Petrol","Auto",1080000000
"2019-01-08",13,"used","Kia","Cerato","2018","3","13000","Petrol","Manual",530000000
"2019-01-08",4,"used","Toyota","Camry","1998","32","258000","Petrol","Auto",95000000
"2019-01-08",13,"used","Mitsubishi","Pajero","2000","7","33000","Petrol","Manual",208000000
"2019-01-08",12,"used","Chevrolet","Spark","2005","23","120000","Petrol","Manual",69000000
"2019-01-08",12,"used","Mercedes Benz","E Class","2016","5","22000","Petrol","Auto",2444000000
"2019-01-08",13,"new","Hyundai","Elantra","2018","1","0","Petrol","Auto",560000000
"2019-01-08",13,"used","Ford","Laser","2001","6","25000","Petrol","Manual",145000000
"2019-01-08",13,"used","Hyundai","Elantra","2017","13","63000","Petrol","Manual",518000000
"2019-01-08",13,"used","Toyota","Innova","2007","29","187000","Petrol","Manual",343000000
"2019-01-08",5,"new","Mazda","6","2018","1","0","Petrol","Auto",899000000
"2019-01-08",2,"used","Hyundai","Getz","2009","22","112000","Petrol","Manual",203000000
"2019-01-08",2,"used","Toyota","Yaris","2017","2","5700","Petrol","Auto",650000000
"2019-01-08",13,"used","Hyundai","Grand i10","2015","13","60000","Petrol","Manual",295000000
"2019-01-08",4,"used","Honda","CR V","2015","9","40000","Petrol","Auto",895000000
"2019-01-08",12,"used","Mercedes Benz","C Class","2011","12","55000",,"Auto",665000000
"2019-01-08",13,"new","Hyundai","Santa Fe","2019","1","0","Petrol","Auto",380000000
"2019-01-08",13,"new","Nissan","X Terra","2018","1","0","Petrol","Auto",1216000000
"2019-01-08",3,"used","Hyundai","Starex","2012","1","0","Diesel","Manual",610000000
"2019-01-08",2,"used","Toyota","Innova","2017","7","30000","Petrol","Manual",730000000
"2019-01-08",13,"new","Mercedes Benz","GLC","2018","1","0","Petrol","Auto",1684000000
"2019-01-08",13,"new","Mercedes Benz","GLC","2018","1","0","Petrol","Auto",1939000000
"2019-01-08",4,"used","BMW","Dòng khác","2004","20","95000",,"Auto",450000000
"2019-01-08",12,"used","Hyundai","Santa Fe","2012","12","55000","Diesel","Auto",868000000
"2019-01-08",12,"used","Toyota","Fortuner","2015","11","50000","Diesel","Manual",855000000
"2019-01-08",1,"used","Ford","EcoSport","2015","1","4500","Petrol","Auto",495000000
"2019-01-08",1,"used","Ford","Ranger","2015","2","6000","Diesel","Auto",640000000
"2019-01-08",3,"used","Kia","Carens","2009","15","70000","Petrol","Manual",300000000
"2019-01-08",3,"new","Ford","Ranger","2018","1","0","Diesel","Auto",918000000
"2019-01-08",3,"new","Ford","Ranger","2018","1","0","Diesel","Auto",918000000
"2019-01-08",13,"used","Toyota","Innova","2017","9","42000","Petrol","Manual",687887000
"2019-01-08",13,"new","Toyota","Camry","2019","1","0","Petrol","Auto",997000000
"2019-01-08",13,"used","Ssangyong","Stavic","2008","17","80000","Diesel","Manual",275000000
"2019-01-08",13,"new","Toyota","Innova","2019","1","0","Petrol","Auto",200000000
"2019-01-08",13,"used","Toyota","Yaris","2016","2","7000","Petrol","Auto",650000000
"2019-01-08",13,"used","Chevrolet","Captiva","2008","16","79900","Petrol","Auto",315000000
"2019-01-08",7,"used","Toyota","Previa","1996","21","100000","Petrol","Auto",150000000
"2019-01-08",13,"new","Honda","HR-V","2019","1","0","Petrol","Auto",786000000
"2019-01-08",13,"used","Mazda","CX 5","2018","2","9000","Petrol","Auto",1009000000
"2019-01-08",13,"used","Kia","Morning","2016","13","60000","Petrol","Manual",298000000
"2019-01-08",13,"used","Kia","Morning","2011","1","0",,"Auto",250000000
"2019-01-08",12,"used","Kia","K3","2015","6","26000","Petrol","Auto",585000000
"2019-01-08",12,"used","Mazda","2","2018","2","6000","Petrol","Auto",542000000
"2019-01-08",12,"used","Kia","K3","2015","6","25000","Petrol","Auto",555000000
"2019-01-08",12,"used","Honda","City","2013","16","75000","Petrol","Auto",445000000
"2019-01-08",5,"used","Honda","City","2017","9","40000","Petrol","Manual",485000000
"2019-01-08",7,"used","Toyota","Fortuner","2011","18","85000","Petrol","Auto",655000000
"2019-01-08",5,"used","Chevrolet","Cruze","2016","9","44000","Petrol","Manual",445000000
"2019-01-08",12,"used","Hyundai","Elantra","2016","1","4119","Petrol","Manual",535000000
"2019-01-08",13,"used","BMW","3 Series","2010","19","90000","Petrol","Auto",550000000
"2019-01-08",12,"used","Kia","Morning","2012","3","12345","Petrol","Manual",153000000
"2019-01-08",1,"used","Aston Martin","Dòng khác","2005","1","20","Petrol","Manual",165000000
